ph,temperature_c,ammonia_mg_l,nitrite_mg_l,nitrate_mg_l,ph_rolling_3,ph_rolling_7,ph_change_rate,temperature_c_rolling_3,temperature_c_rolling_7,temperature_c_change_rate,ammonia_mg_l_rolling_3,ammonia_mg_l_rolling_7,ammonia_mg_l_change_rate,nitrite_mg_l_rolling_3,nitrite_mg_l_rolling_7,nitrite_mg_l_change_rate,nitrate_mg_l_rolling_3,nitrate_mg_l_rolling_7,nitrate_mg_l_change_rate,water_stability_index,risk_level
7.08542,24.25,0.83204,0.017,144,7.08542,7.08153,0,24.25,24.25,0,0.82487,0.87297,0,0.017,0.017,0,144,144,0,0.14898,High Risk
7.08542,24.6875,0.38175,0.017,144,7.08542,7.08412,0,24.6875,24.69643,0,0.3912,0.43153,-0.01342,0.017,0.017,0,144,144,0,0.09556,High Risk
7.08542,24.9375,0.30045,0.017,144,7.0824,7.07959,0.00907,24.89583,24.90179,0.0625,0.3096,0.31335,-0.01433,0.017,0.017,0,144,144,0,0.06344,High Risk
7.07635,24.875,0.1387,0.017,144,7.07786,7.07829,-0.00907,24.91667,24.90179,-0.0625,0.14223,0.15949,0,0.017,0.017,0,144,144,0,0.07389,High Risk
7.08088,24.875,0.09024,0.017,144,7.08542,7.08477,-0.00454,24.85417,24.84821,0,0.11548,0.11917,-0.03285,0.017,0.017,0,144,144,0,0.06038,High Risk
7.07635,24.875,0.08722,0.017,144,7.08391,7.08348,-0.00907,24.85417,24.85714,0,0.09119,0.09572,-0.00496,0.017,0.017,0,144,144,0,0.03515,Moderate Risk
7.07635,24.8125,0.10331,0.017,144,7.08543,7.08413,0.00454,24.8125,24.82143,0,0.1026,0.09643,-0.00044,0.017,0.017,0,144,144,0,0.04835,High Risk
7.08088,24.6875,0.75207,0.017,144,7.08693,7.08542,-0.00908,24.6875,24.69643,0,0.7151,0.66926,0.03846,0.017,0.017,0,144,144,0,0.13026,High Risk
7.08542,24.5625,0.89993,0.017,144,7.08845,7.08866,-0.00908,24.58333,24.58036,0,0.9067,1.04427,-0.01695,0.017,0.017,0,144,144,0,0.34507,High Risk
7.08542,24.5,0.92374,0.017,144,7.09147,7.08737,-0.01362,24.54167,24.5625,-0.0625,0.95845,1.00728,-0.01389,0.017,0.017,0,144,144,0,0.14493,High Risk
7.08996,24.5625,1.30096,0.017,144,7.08845,7.08866,0.00454,24.5625,24.5625,0,1.18124,1.1093,0.15872,0.017,0.017,0,144,144,0,0.26605,High Risk
7.08996,24.5625,1.22585,0.017,144,7.09147,7.08737,-0.00454,24.54167,24.55357,0,1.18307,1.16325,0.04473,0.017,0.017,0,144,144,0,0.11915,High Risk
7.0945,24.4375,0.94818,0.017,144,7.08391,7.08672,0.01362,24.41667,24.42857,0,0.92618,0.93577,0.02788,0.017,0.017,0,144,144,0,0.0599,High Risk
7.0945,24.375,0.99156,0.017,144,7.08694,7.08672,0.00454,24.375,24.375,0,0.98694,0.96183,0.03628,0.017,0.017,0,144,144,0,0.14952,High Risk
7.08542,24.3125,0.96602,0.017,144,7.08996,7.08996,0,24.3125,24.3125,0,0.99175,1.00613,-0.04795,0.017,0.017,0,144,144,0,0.07871,High Risk
7.0945,24.25,0.96602,0.017,144,7.09147,7.09126,0.00908,24.25,24.25,0,0.96377,1.02502,0.06609,0.017,0.017,0,144,144,0,0.20874,High Risk
7.0945,24.0625,0.83204,0.017,144,7.09147,7.09061,0.00908,24.10417,24.08929,-0.0625,0.74436,0.75355,0.11575,0.017,0.017,0,144,144,0,0.19273,High Risk
7.08542,24,0.89658,0.017,144,7.08996,7.08737,-0.00908,24.04167,24.04464,-0.0625,0.81657,0.76457,0.10403,0.017,0.017,0,144,144,0,0.20624,High Risk
7.07635,24,0.81968,0.017,144,7.07937,7.08283,0,24.02083,24.00893,0,0.79714,0.75929,0,0.017,0.017,0,144,144,0,0.11785,High Risk
7.05819,25.0625,0.20193,0.017,144,7.06576,7.06532,-0.00908,25.08333,25.08929,-0.0625,0.21874,0.22595,-0.01758,0.017,0.017,0,144,144,0,0.06147,High Risk
7.0945,24,0.41217,0.017,144,7.07937,7.077,0.02723,24,24,0,0.40397,0.37117,-0.03272,0.017,0.017,0,144,144,0,0.12086,High Risk
7.06727,23.9375,0.2442,0.017,144,7.06727,7.06857,0,23.9375,23.9375,0,0.22699,0.35874,0.00381,0.017,0.017,0,144,144,0,0.26188,High Risk
7.06727,23.75,1.00645,0.017,144,7.06424,7.06857,0,23.75,23.75893,0,0.98448,0.89175,0.01119,0.017,0.017,0,144,144,0,0.30189,High Risk
7.06727,23.6875,0.95172,0.017,144,7.06878,7.07051,-0.00454,23.72917,23.73214,-0.0625,0.94373,0.9375,-0.0143,0.017,0.017,0,144,144,0,0.07919,High Risk
7.08088,23.5625,0.80149,0.017,144,7.07483,7.07505,0.01361,23.5625,23.5625,0,0.93069,0.97631,-0.18638,0.017,0.017,0,144,144,0,0.20415,High Risk
7.07181,23.5,0.77205,0.017,144,7.07635,7.0757,0,23.5,23.5,0,0.7478,0.79247,0.05844,0.017,0.017,0,144,144,0,0.10356,High Risk
7.07635,23.4375,0.54409,0.017,144,7.07484,7.077,0,23.4375,23.42857,0,0.5498,0.5637,0.03004,0.017,0.017,0,144,144,0,0.08648,High Risk
7.07635,23.4375,0.48192,0.017,144,7.07635,7.06727,0,23.4375,23.41964,0,0.45386,0.43397,0.04041,0.017,0.017,0,144,144,0,0.09473,High Risk
7.07181,23.6875,0.45345,0.017,144,7.06878,7.06727,0.00454,23.625,23.55357,0.0625,0.42522,0.49576,-0.12456,0.017,0.017,0,144,144,0,0.30344,High Risk
7.04911,24.125,0.8045,0.017,144,7.05062,7.05365,0,23.95833,23.85714,0.25,0.67217,0.57864,0.18821,0.017,0.017,0,144,144,0,0.37301,High Risk
6.9901,24.5,0.58239,0.017,144,6.98556,6.9914,0.00908,24.4375,24.3125,0.0625,0.84028,0.88953,-0.30752,0.017,0.017,0,144,144,0,0.52665,High Risk
6.94016,25.3125,1.34021,0.017,144,6.93411,6.93043,0,25.3125,25.25893,0,1.23762,1.24138,0.10979,0.017,0.017,0,144,144,0,0.28248,High Risk
6.92654,25.8125,0.87999,0.017,144,6.93108,6.91941,-0.02724,25.75,25.75,0.0625,0.87474,0.82112,-0.05067,0.017,0.017,0,144,144,0,0.21484,High Risk
6.94924,24.375,1.73173,0.017,144,6.94924,6.95119,0,24.375,24.40179,0,1.60519,1.44389,0.12399,0.017,0.017,0,144,144,0,0.38367,High Risk
6.91746,25,1.08426,0.017,144,6.92503,6.9233,-0.01362,24.95833,24.95536,0.0625,1.0843,1.09522,-0.01217,0.017,0.017,0,144,144,0,0.32941,High Risk
6.9447,24.375,1.2396,0.017,144,6.94319,6.9434,0.00908,24.375,24.40179,0,1.29032,1.3895,-0.05653,0.017,0.017,0,144,144,0,0.22026,High Risk
6.93108,24.5625,2.42037,0.017,144,6.92957,6.93108,0,24.5625,24.58036,0,2.3877,2.14952,0.02691,0.017,0.017,0,144,144,0,0.68792,High Risk
6.89023,25.125,3.83672,0.017,144,6.89023,6.89736,-0.00454,25.16667,25.20536,-0.0625,3.77163,3.87704,-0.02902,0.017,0.017,0,144,144,0,0.81888,High Risk
6.89023,24.0625,3.9992,0.017,144,6.88569,6.88504,0.00908,24.0625,24.08036,0,3.68432,3.42656,0.23407,0.017,0.017,0,144,144,0,1.23865,High Risk
6.88115,23.3125,4.01432,0.017,144,6.89628,6.88763,-0.04539,23.3125,23.32143,0,3.66942,2.97079,0.06012,0.017,0.017,0,144,144,0,1.57872,High Risk
6.87207,23.375,3.33837,0.017,144,6.87358,6.87466,0,23.375,23.34821,0,3.97523,4.29822,-0.75244,0.017,0.017,0,144,144,0,1.04416,High Risk
6.922,23.625,3.63971,0.017,144,6.8872,6.87985,0.05901,23.60417,23.50893,-0.0625,3.87732,3.26825,-1.26692,0.017,0.017,0,144,144,0,1.95469,High Risk
6.86299,23.75,3.301,0.017,144,6.86299,6.87401,0.00454,23.75,23.64286,0,3.48765,3.52481,0.5014,0.017,0.017,0,144,144,0,1.79889,High Risk
6.85845,23.8125,1.8378,0.017,144,6.85845,6.86947,0,23.79167,23.75,0.0625,2.561,3.11224,-1.07934,0.017,0.017,0,144,144,0,1.64238,High Risk
6.84937,24.5,1.93597,0.017,144,6.84634,6.84353,0.00908,24.47917,24.49107,0.0625,2.28736,2.39401,-0.029,0.017,0.017,0,144,144,0,1.18414,High Risk
4.51155,26.3125,3.57871,0.017,144,4.51004,4.5135,0.00454,26.29167,26.28571,0.0625,3.10892,3.12494,0.94982,0.017,0.017,0,144,144,0,0.76617,High Risk
4.58418,26.25,3.17765,0.017,144,4.57056,4.55175,0.00454,26.25,26.26786,0,2.37927,1.84033,1.02779,0.017,0.017,0,144,144,0,1.41605,High Risk
4.74306,26.3125,2.73868,0.017,144,4.75214,4.80791,-0.02724,26.3125,26.3125,0,3.21386,3.7634,-1.04506,0.017,0.017,0,144,144,0,1.44187,High Risk
4.55694,26.875,4.67637,0.017,144,4.54786,4.58159,0.02269,26.875,26.875,0,4.54864,4.40256,0,0.017,0.017,0,144,144,0,0.54857,High Risk
8.90121,23.625,4.20044,0.017,266,8.91785,8.65349,-0.00454,23.625,23.39286,0,4.40758,4.08443,-0.54127,0.017,0.017,0,288.66667,275.71429,-34,1.68209,High Risk
7.18075,27,0.00116,0.017,298,7.17621,7.16454,-0.00454,27,27.00893,0,2.92451,3.84804,-4.90547,0.017,0.017,0,276.66667,270.57143,32,3.5049,Low Risk
7.18983,27,0.00116,0.017,300,7.18529,7.17167,0.00908,27,27.00893,0,1.63632,3.20341,0,0.017,0.017,0,288,275.42857,2,4.47107,Low Risk
7.22161,27,0.00116,0.017,298,7.20345,7.18983,0.01816,27,27,0.0625,3.25916,2.65031,-4.84985,0.017,0.017,0,287.66667,284.71429,32,5.0645,Low Risk
7.24431,27,0.00116,0.017,298,7.23977,7.22485,0.00908,26.95833,26.96429,0.0625,0.00116,1.30906,0,0.017,0.017,0,297,288.42857,-1,4.55479,Low Risk
7.24431,27,0.00116,0.017,299,7.24128,7.2281,0,26.97917,26.96429,0,0.00116,1.30906,0,0.017,0.017,0,298.66667,288.57143,1,4.55662,Low Risk
7.25338,27,0.00116,0.017,300,7.24733,7.24236,0.00907,26.97917,26.96429,0.0625,0.00116,0.00116,0,0.017,0.017,0,299.33333,298.14286,1,0.02939,Low Risk
7.24885,27,0.00116,0.017,299,7.24885,7.24431,-0.00453,26.97917,26.97321,0,0.00116,0.00116,0,0.017,0.017,0,299.33333,298.28571,-1,0.02842,Low Risk
7.24431,27,4.32945,0.017,266,7.24431,7.24885,0,26.95833,26.95536,0.0625,4.4184,4.2615,-0.08271,0.017,0.017,0,277,270.71429,-33,0.65868,Moderate Risk
7.18983,27,4.67027,0.017,266,7.2322,7.23782,-0.07263,26.95833,26.96429,0.0625,4.46143,3.82093,0.15669,0.017,0.017,0,266,266,0,1.43293,Moderate Risk
7.24431,26.9375,4.96292,0.017,295,7.22766,7.23458,0.06356,26.97917,26.95536,-0.0625,4.58366,4.72921,0.32795,0.017,0.017,0,275.66667,270.14286,29,0.66533,High Risk
7.23977,27,4.16881,0.017,266,7.23674,7.23653,0.01362,26.97917,26.98214,0,4.5448,4.69645,-0.53704,0.017,0.017,0,288.33333,294.42857,-33,0.51201,Moderate Risk
7.21253,26.875,4.26444,0.017,266,7.20799,7.20475,0.01362,26.875,26.89286,0,4.10339,4.1706,0.49931,0.017,0.017,0,266,266,0,0.41162,High Risk
7.18075,26.875,3.90971,0.017,266,7.18226,7.18594,-0.00454,26.89583,26.88393,0,3.89021,3.88339,0.05851,0.017,0.017,0,266,266,0,0.208,High Risk
7.1626,26.6875,3.63971,0.017,266,7.17167,7.17297,-0.01361,26.66667,26.66964,0,3.61704,3.53312,0.01367,0.017,0.017,0,266,266,0,0.23108,High Risk
7.17621,26.5625,4.70585,0.017,266,7.17167,7.16778,0.00908,26.5625,26.59821,0,4.75445,4.7634,0.01783,0.017,0.017,0,266,266,0,0.24067,High Risk
7.1626,26.5625,3.36352,0.017,266,7.15957,7.1626,0.01362,26.5625,26.53571,0,3.53898,3.78622,-0.19498,0.017,0.017,0,266,266,0,0.57946,High Risk
7.15352,26.5,3.5585,0.017,266,7.15957,7.16454,-0.00454,26.5,26.50893,0,3.65902,3.71798,-0.09493,0.017,0.017,0,266,266,0,0.22045,High Risk
7.17167,26.5,2.96113,0.017,266,7.16865,7.16519,0.00907,26.45833,26.44643,0.0625,3.02929,3.11955,-0.03343,0.017,0.017,0,266,266,0,0.28661,High Risk
7.17167,26.1875,0.00116,0.017,299,7.16562,7.15806,0.00907,26.1875,26.19643,0,0.00116,0.00116,0,0.017,0.017,0,298.66667,299.14286,1,0.02997,Moderate Risk
7.15806,26.125,0.00116,0.017,298,7.15806,7.17362,0,26.125,26.125,0,0.00116,0.00116,0,0.017,0.017,0,296.33333,296,6,0.0671,Moderate Risk
7.14444,26.0625,0.00116,0.017,297,7.14898,7.16584,-0.00908,26.10417,26.11607,-0.0625,0.00116,0.00116,0,0.017,0.017,0,296.33333,297.28571,-1,0.06795,Moderate Risk
7.15806,26.0625,0.00116,0.017,300,7.15352,7.15806,0,26.08333,26.10714,-0.0625,0.00116,0.00116,0,0.017,0.017,0,298,297.14286,3,0.04145,Moderate Risk
7.14444,26.125,0.00116,0.017,293,7.14444,7.15157,0.00454,26.08333,26.10714,0.0625,0.00116,0.00116,0,0.017,0.017,0,296.33333,297,-5,0.03252,Moderate Risk
7.14444,26,3.72283,0.017,266,7.14898,7.15028,-0.01362,25.97917,25.97321,0,4.35446,4.49997,-0.94744,0.017,0.017,0,287.33333,287.28571,-32,0.72753,High Risk
7.15806,25.9375,0.00116,0.017,298,7.1626,7.15935,-0.00907,25.89583,25.91071,0.0625,2.67034,3.06749,-4.52956,0.017,0.017,0,276.66667,266.42857,32,3.076,Moderate Risk
7.15806,25.8125,0.00116,0.017,291,7.14747,7.14898,0.01362,25.77083,25.79464,0.0625,0.00116,0.00116,0,0.017,0.017,0,287.66667,292.57143,16,0.02697,Moderate Risk
7.14444,25.8125,0.00116,0.017,287,7.15049,7.15157,-0.00908,25.79167,25.79464,0.0625,0.00116,0.00116,0,0.017,0.017,0,291.33333,293.42857,-4,0.03404,Moderate Risk
7.1626,25.75,0.00116,0.017,294,7.15352,7.15093,0.01816,25.77083,25.78571,-0.0625,0.00116,0.00116,0,0.017,0.017,0,290.66667,293.71429,7,0.03316,Moderate Risk
7.15806,25.75,0.00116,0.017,298,7.14898,7.14898,0.00908,25.75,25.75,0,0.00116,0.00116,0,0.017,0.017,0,295,294.71429,1,0.02097,Moderate Risk
7.1399,25.75,0.00116,0.017,293,7.14898,7.15222,-0.01816,25.75,25.75,0,0.00116,0.00116,0,0.017,0.017,0,293,293.85714,-1,0.01869,Moderate Risk
7.15806,25.6875,0.00116,0.017,291,7.14141,7.14379,0.08625,25.70833,25.70536,0,0.00116,0.00116,0,0.017,0.017,0,290.33333,290.14286,2,0.08815,Moderate Risk
7.14898,25.5625,0.00116,0.017,285,7.14293,7.14444,0,25.58333,25.58036,0,0.00116,0.00116,0,0.017,0.017,0,286,287.57143,0,0.03098,Moderate Risk
7.14444,25.625,0.00116,0.017,289,7.14444,7.13925,0.00454,25.58333,25.57143,0.0625,0.00116,0.00116,0,0.017,0.017,0,291.33333,288.71429,1,0.02874,Moderate Risk
7.14898,25.5625,0.00116,0.017,289,7.14595,7.14833,0,25.52083,25.51786,0.0625,0.00116,0.00116,0,0.017,0.017,0,292.33333,292.85714,0,0.05482,Moderate Risk
7.1399,25.5,0.00116,0.017,293,7.14595,7.14768,-0.00908,25.52083,25.52679,-0.0625,0.00116,0.00116,0,0.017,0.017,0,290.33333,293.14286,4,0.04846,Moderate Risk
7.1399,25.5,0.00116,0.017,293,7.14293,7.14379,-0.00454,25.5,25.50893,0,0.00116,0.00116,0,0.017,0.017,0,293.66667,293,3,0.01998,Moderate Risk
7.14898,25.5,0.00116,0.017,286,7.14747,7.14055,-0.00454,25.47917,25.5,0,0.00116,0.00116,0,0.017,0.017,0,294.33333,291.57143,-11,0.04499,Moderate Risk
7.13082,25.4375,0.00116,0.017,289,7.14444,7.1412,-0.0227,25.4375,25.45536,0,0.00116,0.00116,0,0.017,0.017,0,293,292.71429,-2,0.03536,Moderate Risk
7.14444,25.4375,0.00116,0.017,299,7.14444,7.14314,-0.00454,25.4375,25.46429,0,0.00116,0.00116,0,0.017,0.017,0,291.66667,291.71429,11,0.02924,Moderate Risk
7.14444,25.375,0.00116,0.017,300,7.13687,7.14314,0.01362,25.39583,25.41071,-0.0625,0.00116,0.00116,0,0.017,0.017,0,292.33333,288.85714,12,0.03465,Moderate Risk
7.13082,25.375,0.00116,0.017,288,7.14141,7.13601,-0.01362,25.375,25.39286,0,0.00116,0.00116,0,0.017,0.017,0,288,288,0,0.04775,Moderate Risk
7.1626,25.375,0.00116,0.017,288,7.14444,7.14379,0.0227,25.35417,25.36607,0.0625,0.00116,0.00116,0,0.017,0.017,0,292.66667,290.42857,-12,0.03172,Moderate Risk
7.14898,25.375,0.00116,0.017,285,7.15201,7.14833,0,25.375,25.375,0,0.00116,0.00116,0,0.017,0.017,0,290.66667,288.57143,-3,0.01329,Moderate Risk
7.14444,25.3125,0.00116,0.017,290,7.14444,7.13925,0.00908,25.3125,25.33929,0,0.00116,0.00116,0,0.017,0.017,0,286,286.57143,16,0.03859,Moderate Risk
7.12628,25.3125,0.00116,0.017,288,7.13536,7.13536,-0.01362,25.3125,25.30357,0,0.00116,0.00116,0,0.017,0.017,0,286,286.85714,5,0.02353,Moderate Risk
7.12628,25.3125,0.00116,0.017,285,7.13687,7.13731,-0.01816,25.3125,25.29464,0,0.00116,0.00116,0,0.017,0.017,0,283.66667,286,7,0.03476,Moderate Risk
7.1399,25.3125,0.00116,0.017,286,7.1399,7.1399,0,25.29167,25.26786,0,0.00116,0.00116,0,0.017,0.017,0,292,292.28571,-14,0.02912,Moderate Risk
7.12628,25.25,0.00116,0.017,299,7.13082,7.13536,-0.01816,25.25,25.25,0,0.00116,0.00116,0,0.017,0.017,0,291,291,14,0.02097,Moderate Risk
7.13082,25.25,0.00116,0.017,287,7.13385,7.13601,-0.00908,25.22917,25.24107,0,0.00116,0.00116,0,0.017,0.017,0,287,287,0,0.0261,Moderate Risk
7.13082,25.125,4.92532,0.017,266,7.14141,7.13795,-0.01362,25.1875,25.16964,-0.125,3.2715,1.40273,0.0373,0.017,0.017,0,275.33333,286.28571,0,4.8476,High Risk
7.08542,25.1875,0.00116,0.017,295,7.1172,7.12887,-0.05902,25.1875,25.1875,0,0.00116,1.40273,0,0.017,0.017,0,296.33333,287.85714,0,4.84888,Moderate Risk
7.13082,25.1875,0.00116,0.017,289,7.13536,7.1386,-0.00454,25.1875,25.1875,0,0.00116,0.00116,0,0.017,0.017,0,291.33333,291.57143,-3,0.01634,Moderate Risk
7.1399,25.1875,0.00116,0.017,291,7.13687,7.1386,0,25.1875,25.1875,0,0.00116,0.00116,0,0.017,0.017,0,290.33333,290.57143,4,0.01138,Moderate Risk
7.13082,25.1875,4.07539,0.017,266,7.1399,7.1399,0.00908,25.1875,25.16071,0,4.41012,1.89072,-0.83124,0.017,0.017,0,275.66667,285.57143,-29,4.78686,High Risk
7.1399,25.1875,0.00116,0.017,292,7.14444,7.14314,-0.00908,25.1875,25.1875,0,0.00116,1.89072,0,0.017,0.017,0,294.33333,286.14286,-5,4.76956,Moderate Risk
7.14444,25.1875,4.92532,0.017,291,7.14141,7.14249,0.00454,25.14583,25.16964,0.0625,3.2777,1.40539,0.01869,0.017,0.017,0,292.33333,292,-2,4.83828,High Risk
7.14898,25.125,0.00116,0.017,299,7.14293,7.13795,0.00908,25.14583,25.13393,-0.0625,0.00116,0.65813,0,0.017,0.017,0,295.66667,291.42857,-1,3.50621,Moderate Risk
7.12628,25.125,0.00116,0.017,288,7.13233,7.13795,-0.00454,25.10417,25.10714,0,0.00116,0.67838,0,0.017,0.017,0,289,292,-2,3.63465,Moderate Risk
7.13536,25.125,0.00116,0.017,288,7.13536,7.13341,-0.00908,25.125,25.10714,0,0.00116,0.00116,0,0.017,0.017,0,288.66667,290.28571,-2,0.04242,Moderate Risk
7.14444,25.125,0.00116,0.017,289,7.13687,7.14509,0.0227,25.125,25.125,0,0.00116,0.00116,0,0.017,0.017,0,292.33333,291.42857,-6,0.03291,High Risk
7.13082,25.125,0.00116,0.017,289,7.13839,7.13925,-0.01362,25.125,25.13393,0,0.00116,0.00116,0,0.017,0.017,0,290.33333,290.42857,-3,0.02403,Moderate Risk
7.1399,25.125,0.00116,0.017,285,7.13839,7.13731,0.01362,25.125,25.125,0,0.00116,0.00116,0,0.017,0.017,0,287,289.14286,-8,0.01646,Moderate Risk
7.12628,25.125,0.00116,0.017,295,7.14746,7.13471,-0.04993,25.16667,25.16964,-0.0625,0.00116,0.00116,0,0.017,0.017,0,278.33333,281.71429,-5,0.05531,Moderate Risk
7.14444,25.1875,0.00116,0.017,283,7.13536,7.13731,0.00454,25.1875,25.1875,0,0.00116,0.00116,0,0.017,0.017,0,289,287.57143,-3,0.01646,Moderate Risk
7.1399,25.1875,0.00116,0.017,286,7.1399,7.1386,0,25.1875,25.1875,0,0.00116,0.00116,0,0.017,0.017,0,285.66667,283.42857,1,0.01138,Moderate Risk
7.1172,25.25,0.00116,0.017,281,7.12174,7.12174,-0.00908,25.27083,25.27679,0,0.00116,0.00116,0,0.017,0.017,0,282.33333,283.28571,-1,0.02719,Moderate Risk
7.11266,25.375,0.00116,0.017,290,7.11417,7.11785,-0.00908,25.39583,25.41964,0,0.00116,0.00116,0,0.017,0.017,0,289.33333,288.42857,1,0.02854,Moderate Risk
7.12174,25.4375,4.83261,0.017,285,7.12174,7.13276,0.00454,25.4375,25.42857,0,4.47509,3.69126,0.28469,0.017,0.017,0,288,280.71429,-1,3.43717,High Risk
7.12174,25.4375,0.00116,0.017,281,7.12325,7.12498,0,25.41667,25.42857,0,0.00116,0.00116,0,0.017,0.017,0,282.66667,282.42857,-4,0.01868,Moderate Risk
7.12628,25.5625,0.00116,0.017,279,7.12931,7.12369,0.00454,25.5625,25.5625,0,0.00116,0.00116,0,0.017,0.017,0,280.33333,278.85714,-2,0.0156,Moderate Risk
7.13082,25.5625,0.00116,0.017,284,7.12477,7.13666,0.00908,25.58333,25.57143,0,0.00116,0.00116,0,0.017,0.017,0,288.66667,287.57143,-13,0.07949,Moderate Risk
7.13082,25.625,0.00116,0.017,282,7.14898,7.14314,-0.04539,25.625,25.60714,0,0.00116,0.00116,0,0.017,0.017,0,282.66667,283.71429,0,0.04613,Moderate Risk
7.1399,25.625,0.00116,0.017,286,7.13385,7.12887,0.01816,25.625,25.625,0,0.00116,0.00116,0,0.017,0.017,0,288.33333,285,-8,0.01805,Moderate Risk
7.12174,25.6875,0.00116,0.017,293,7.12174,7.12369,0.00454,25.6875,25.6875,0,0.00116,0.00116,0,0.017,0.017,0,284.66667,285.28571,14,0.00886,Moderate Risk
7.1399,25.875,0.00116,0.017,296,7.13536,7.13666,0.01362,25.83333,25.84821,0.0625,0.00116,0.00116,0,0.017,0.017,0,291.33333,282.57143,11,0.02924,Moderate Risk
7.14444,25.75,0.00116,0.017,291,7.13839,7.14184,0,25.79167,25.79464,-0.0625,0.00116,0.00116,0,0.017,0.017,0,290.66667,288.85714,-3,0.05713,Moderate Risk
7.12628,25.8125,0.00116,0.017,283,7.13687,7.13666,-0.00908,25.8125,25.82143,0,0.00116,0.00116,0,0.017,0.017,0,284.33333,285.85714,-2,0.03624,Moderate Risk
7.1626,25.9375,0.00116,0.017,298,7.14747,7.14574,0.02724,25.91667,25.91071,0.0625,0.00116,0.00116,0,0.017,0.017,0,292.66667,289.71429,3,0.0354,Moderate Risk
7.1399,25.9375,4.4289,0.017,266,7.1399,7.14444,-0.00454,25.95833,25.95536,0,3.63621,1.55904,1.46777,0.017,0.017,0,268,273.28571,0,4.01173,High Risk
7.14444,25.875,0.00116,0.017,290,7.14444,7.14314,-0.00454,25.91667,25.94643,-0.0625,1.47707,1.55904,0,0.017,0.017,0,282.66667,273.57143,-2,4.00929,Moderate Risk
7.1399,25.9375,0.00116,0.017,290,7.13385,7.1386,0.00908,25.9375,25.95536,0,0.00116,1.39237,0,0.017,0.017,0,290.66667,291.14286,5,4.78192,Moderate Risk
7.14444,25.9375,0.00116,0.017,290,7.13839,7.1399,0.00454,25.9375,25.94643,0,0.00116,0.70998,0,0.017,0.017,0,288.33333,290.85714,0,3.77642,Moderate Risk
7.14898,25.9375,0.00116,0.017,290,7.14595,7.15287,0,25.9375,25.94643,0,0.00116,0.00116,0,0.017,0.017,0,290.33333,290.42857,-2,0.04301,Moderate Risk
7.14898,25.9375,0.00116,0.017,298,7.15957,7.15352,0,25.95833,25.94643,-0.0625,0.00116,0.00116,0,0.017,0.017,0,296,293.57143,1,0.03583,Moderate Risk
7.15806,26,0.00116,0.017,294,7.15201,7.15482,0.00908,25.97917,25.96429,0,0.00116,0.00116,0,0.017,0.017,0,295,294.28571,1,0.04056,Moderate Risk
7.1626,26,0.00116,0.017,291,7.15049,7.15028,0.01816,25.97917,25.97321,0,0.00116,0.00116,0,0.017,0.017,0,288,291.71429,9,0.03126,Moderate Risk
7.1399,26,0.00116,0.017,282,7.13839,7.1399,0.00908,26,26,0,0.00116,0.00116,0,0.017,0.017,0,284.33333,284.85714,1,0.0189,Moderate Risk
7.15352,26,0.00116,0.017,286,7.14898,7.14898,0.00454,26,25.97321,0,0.00116,0.00116,0,0.017,0.017,0,288.33333,288.14286,-11,0.02719,Moderate Risk
7.20345,26,0.00116,0.017,278,7.17016,7.15157,0.04539,26,25.99107,0,0.00116,0.00116,0,0.017,0.017,0,282,280.71429,-11,0.06177,Moderate Risk
7.11266,26,0.00116,0.017,282,7.13082,7.13536,-0.02724,26,25.98214,0,0.00116,0.00116,0,0.017,0.017,0,281.66667,284.14286,0,0.05483,Moderate Risk
7.14444,25.9375,0.00116,0.017,283,7.14898,7.14639,-0.01362,25.97917,25.99107,-0.0625,0.00116,0.00116,0,0.017,0.017,0,284,287,0,0.02336,Moderate Risk
7.14444,26,0.00116,0.017,286,7.14898,7.14898,-0.01362,25.95833,25.98214,0.0625,0.00116,0.00116,0,0.017,0.017,0,284,284,3,0.02809,Moderate Risk
7.1399,26.0625,0.00116,0.017,282,7.15352,7.14574,-0.0227,26.0625,26.0625,0,0.00116,0.00116,0,0.017,0.017,0,284.66667,281.42857,1,0.02011,Moderate Risk
7.14898,26.125,0.00116,0.017,281,7.14747,7.14509,0.00454,26.08333,26.07143,0.0625,0.00116,0.00116,0,0.017,0.017,0,284.66667,283,0,0.02874,Moderate Risk
7.15352,26.0625,0.00116,0.017,279,7.15201,7.14768,0.00908,26.10417,26.09821,-0.0625,0.00116,0.00116,0,0.017,0.017,0,281.33333,283.42857,0,0.03386,Moderate Risk
7.14444,26.1875,0.00116,0.017,288,7.14293,7.13925,0.00454,26.16667,26.14286,0.0625,0.00116,0.00116,0,0.017,0.017,0,282.66667,285.14286,7,0.02746,Moderate Risk
7.14898,26.1875,0.00116,0.017,281,7.14444,7.14055,0.00454,26.16667,26.15179,0,0.00116,0.00116,0,0.017,0.017,0,283.33333,284.14286,-7,0.03099,Moderate Risk
7.14444,26.1875,0.00116,0.017,283,7.14898,7.14898,-0.00454,26.1875,26.1875,0,0.00116,0.00116,0,0.017,0.017,0,282,284.14286,3,0.01048,Moderate Risk
7.1626,26.25,0.00116,0.017,281,7.27306,7.20086,-0.31776,26.27083,26.21429,-0.0625,0.00116,0.00116,0,0.017,0.017,0,282.66667,284.85714,2,0.28301,Moderate Risk
